,Product Collection,Processor Number,Code Name,Total Cores,Launch Date,Intel® VT-x with Extended Page Tables (EPT) ‡,Vertical Segment,Intel® Virtualization Technology with Redirect Protection (VT-rp) ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Quarter,Year
196,4th Generation Intel® Xeon® Scalable Processors,5433N,Products formerly Sapphire Rapids Edge Enhanced,20,Q1'23,Yes,Server,nan,Yes,Yes,1,23
197,4th Generation Intel® Xeon® Scalable Processors,6414U,Products formerly Sapphire Rapids,32,Q1'23,Yes,Server,nan,Yes,Yes,1,23
198,4th Generation Intel® Xeon® Scalable Processors,6416H,Products formerly Sapphire Rapids,18,Q1'23,Yes,Server,nan,Yes,Yes,1,23
199,4th Generation Intel® Xeon® Scalable Processors,6418H,Products formerly Sapphire Rapids,24,Q1'23,Yes,Server,nan,Yes,Yes,1,23
200,4th Generation Intel® Xeon® Scalable Processors,6421N,Products formerly Sapphire Rapids,32,Q1'23,Yes,Server,nan,Yes,Yes,1,23
201,4th Generation Intel® Xeon® Scalable Processors,6426Y,Products formerly Sapphire Rapids,16,Q1'23,Yes,Server,nan,Yes,Yes,1,23
202,4th Generation Intel® Xeon® Scalable Processors,6428N,Products formerly Sapphire Rapids,32,Q1'23,Yes,Server,nan,Yes,Yes,1,23
203,4th Generation Intel® Xeon® Scalable Processors,6430,Products formerly Sapphire Rapids,32,Q1'23,Yes,Server,nan,Yes,Yes,1,23
204,4th Generation Intel® Xeon® Scalable Processors,6434,Products formerly Sapphire Rapids,8,Q1'23,Yes,Server,nan,Yes,Yes,1,23
205,4th Generation Intel® Xeon® Scalable Processors,6434H,Products formerly Sapphire Rapids,8,Q1'23,Yes,Server,nan,Yes,Yes,1,23
206,4th Generation Intel® Xeon® Scalable Processors,6438M,Products formerly Sapphire Rapids,32,Q1'23,Yes,Server,nan,Yes,Yes,1,23
207,4th Generation Intel® Xeon® Scalable Processors,6438N,Products formerly Sapphire Rapids,32,Q1'23,Yes,Server,nan,Yes,Yes,1,23
208,4th Generation Intel® Xeon® Scalable Processors,6438Y+,Products formerly Sapphire Rapids,32,Q1'23,Yes,Server,nan,Yes,Yes,1,23
209,4th Generation Intel® Xeon® Scalable Processors,6442Y,Products formerly Sapphire Rapids,24,Q1'23,Yes,Server,nan,Yes,Yes,1,23
210,4th Generation Intel® Xeon® Scalable Processors,6444Y,Products formerly Sapphire Rapids,16,Q1'23,Yes,Server,nan,Yes,Yes,1,23
211,4th Generation Intel® Xeon® Scalable Processors,6448H,Products formerly Sapphire Rapids,32,Q1'23,Yes,Server,nan,Yes,Yes,1,23
212,4th Generation Intel® Xeon® Scalable Processors,6448Y,Products formerly Sapphire Rapids,32,Q1'23,Yes,Server,nan,Yes,Yes,1,23
213,4th Generation Intel® Xeon® Scalable Processors,6454S,Products formerly Sapphire Rapids,32,Q1'23,Yes,Server,nan,Yes,Yes,1,23
214,4th Generation Intel® Xeon® Scalable Processors,6458Q,Products formerly Sapphire Rapids,32,Q1'23,Yes,Server,nan,Yes,Yes,1,23
215,4th Generation Intel® Xeon® Scalable Processors,4410T,Products formerly Sapphire Rapids,10,Q1'23,Yes,Server,nan,Yes,Yes,1,23
216,4th Generation Intel® Xeon® Scalable Processors,4410Y,Products formerly Sapphire Rapids,12,Q1'23,Yes,Server,nan,Yes,Yes,1,23
217,4th Generation Intel® Xeon® Scalable Processors,4416+,Products formerly Sapphire Rapids,20,Q1'23,Yes,Server,nan,Yes,Yes,1,23
218,4th Generation Intel® Xeon® Scalable Processors,3408U,Products formerly Sapphire Rapids,8,Q1'23,Yes,Server,nan,Yes,Yes,1,23
219,Intel® Xeon® CPU Max Series,9460,Products formerly Sapphire Rapids HBM,40,Q1'23,Yes,Server,nan,Yes,Yes,1,23
220,Intel® Xeon® CPU Max Series,9462,Products formerly Sapphire Rapids HBM,32,Q1'23,Yes,Server,nan,Yes,Yes,1,23
221,Intel® Xeon® CPU Max Series,9468,Products formerly Sapphire Rapids HBM,48,Q1'23,Yes,Server,nan,Yes,Yes,1,23
222,Intel® Xeon® CPU Max Series,9470,Products formerly Sapphire Rapids HBM,52,Q1'23,Yes,Server,nan,Yes,Yes,1,23
223,Intel® Xeon® CPU Max Series,9480,Products formerly Sapphire Rapids HBM,56,Q1'23,Yes,Server,nan,Yes,Yes,1,23
224,Intel® Xeon® D Processor,D-2745NX,Products formerly Ice Lake,10,Q3'22,nan,Server,nan,Yes,Yes,3,22
225,Intel® Xeon® D Processor,D-2757NX,Products formerly Ice Lake,12,Q3'22,nan,Server,nan,Yes,Yes,3,22
226,Intel® Xeon® D Processor,D-2777NX,Products formerly Ice Lake,16,Q3'22,nan,Server,nan,Yes,Yes,3,22
227,Intel® Xeon® D Processor,D-2798NX,Products formerly Ice Lake,20,Q3'22,nan,Server,nan,Yes,Yes,3,22
228,Intel® Xeon® D Processor,D-2745NX,Products formerly Ice Lake,10,Q3'22,nan,Server,nan,Yes,Yes,3,22
229,Intel® Xeon® D Processor,D-2757NX,Products formerly Ice Lake,12,Q3'22,nan,Server,nan,Yes,Yes,3,22
230,Intel® Xeon® D Processor,D-2777NX,Products formerly Ice Lake,16,Q3'22,nan,Server,nan,Yes,Yes,3,22
231,Intel® Xeon® D Processor,D-2798NX,Products formerly Ice Lake,20,Q3'22,nan,Server,nan,Yes,Yes,3,22
232,Intel Atom® Processor C Series,C5115,Products formerly Parker Ridge,4,Q2'22,nan,Server,nan,Yes,Yes,2,22
233,Intel Atom® Processor C Series,C5125,Products formerly Parker Ridge,8,Q2'22,nan,Server,nan,Yes,Yes,2,22
234,Intel Atom® Processor C Series,C5310,Products formerly Parker Ridge,4,Q2'22,nan,Server,nan,Yes,Yes,2,22
235,Intel Atom® Processor C Series,C5315,Products formerly Parker Ridge,4,Q2'22,nan,Server,nan,Yes,Yes,2,22
236,Intel Atom® Processor C Series,C5320,Products formerly Parker Ridge,8,Q2'22,nan,Server,nan,Yes,Yes,2,22
237,Intel Atom® Processor C Series,C5325,Products formerly Parker Ridge,8,Q2'22,nan,Server,nan,Yes,Yes,2,22
238,Intel Atom® Processor P Series,P5322,Products formerly Snow Ridge,8,Q2'22,nan,Server,nan,Yes,Yes,2,22
239,Intel Atom® Processor P Series,P5332,Products formerly Snow Ridge,12,Q2'22,nan,Server,nan,Yes,Yes,2,22
240,Intel Atom® Processor P Series,P5342,Products formerly Snow Ridge,16,Q2'22,nan,Server,nan,Yes,Yes,2,22
241,Intel Atom® Processor P Series,P5352,Products formerly Snow Ridge,20,Q2'22,nan,Server,nan,Yes,Yes,2,22
242,Intel Atom® Processor P Series,P5362,Products formerly Snow Ridge,24,Q2'22,nan,Server,nan,Yes,Yes,2,22
243,Intel Atom® Processor P Series,P5721,Products formerly Snow Ridge,8,Q2'22,nan,Server,nan,Yes,Yes,2,22
244,Intel Atom® Processor P Series,P5731,Products formerly Snow Ridge,12,Q2'22,nan,Server,nan,Yes,Yes,2,22
245,Intel Atom® Processor P Series,P5742,Products formerly Snow Ridge,16,Q2'22,nan,Server,nan,Yes,Yes,2,22
246,Intel Atom® Processor P Series,P5752,Products formerly Snow Ridge,20,Q2'22,nan,Server,nan,Yes,Yes,2,22
247,Intel Atom® Processor C Series,C5115,Products formerly Parker Ridge,4,Q2'22,nan,Server,nan,Yes,Yes,2,22
248,Intel Atom® Processor C Series,C5125,Products formerly Parker Ridge,8,Q2'22,nan,Server,nan,Yes,Yes,2,22
249,Intel Atom® Processor C Series,C5310,Products formerly Parker Ridge,4,Q2'22,nan,Server,nan,Yes,Yes,2,22
250,Intel Atom® Processor C Series,C5315,Products formerly Parker Ridge,4,Q2'22,nan,Server,nan,Yes,Yes,2,22
251,Intel Atom® Processor C Series,C5320,Products formerly Parker Ridge,8,Q2'22,nan,Server,nan,Yes,Yes,2,22
252,Intel Atom® Processor C Series,C5325,Products formerly Parker Ridge,8,Q2'22,nan,Server,nan,Yes,Yes,2,22
253,Intel Atom® Processor P Series,P5322,Products formerly Snow Ridge,8,Q2'22,nan,Server,nan,Yes,Yes,2,22
254,Intel Atom® Processor P Series,P5332,Products formerly Snow Ridge,12,Q2'22,nan,Server,nan,Yes,Yes,2,22
255,Intel Atom® Processor P Series,P5342,Products formerly Snow Ridge,16,Q2'22,nan,Server,nan,Yes,Yes,2,22
256,Intel Atom® Processor P Series,P5352,Products formerly Snow Ridge,20,Q2'22,nan,Server,nan,Yes,Yes,2,22
257,Intel Atom® Processor P Series,P5362,Products formerly Snow Ridge,24,Q2'22,nan,Server,nan,Yes,Yes,2,22
258,Intel Atom® Processor P Series,P5721,Products formerly Snow Ridge,8,Q2'22,nan,Server,nan,Yes,Yes,2,22
259,Intel Atom® Processor P Series,P5731,Products formerly Snow Ridge,12,Q2'22,nan,Server,nan,Yes,Yes,2,22
260,Intel Atom® Processor P Series,P5742,Products formerly Snow Ridge,16,Q2'22,nan,Server,nan,Yes,Yes,2,22
261,Intel Atom® Processor P Series,P5752,Products formerly Snow Ridge,20,Q2'22,nan,Server,nan,Yes,Yes,2,22
262,Intel® Xeon® D Processor,D-1702,Products formerly Ice Lake,2,Q1'22,nan,Server,nan,Yes,Yes,1,22
263,Intel® Xeon® D Processor,D-1712TR,Products formerly Ice Lake,4,Q1'22,nan,Server,nan,Yes,Yes,1,22
264,Intel® Xeon® D Processor,D-1713NT,Products formerly Ice Lake,4,Q1'22,nan,Server,nan,Yes,Yes,1,22
265,Intel® Xeon® D Processor,D-1713NTE,Products formerly Ice Lake,4,Q1'22,nan,Server,nan,Yes,Yes,1,22
266,Intel® Xeon® D Processor,D-1714,Products formerly Ice Lake,4,Q1'22,nan,Server,nan,Yes,Yes,1,22
267,Intel® Xeon® D Processor,D-1715TER,Products formerly Ice Lake,4,Q1'22,nan,Server,nan,Yes,Yes,1,22
268,Intel® Xeon® D Processor,D-1718T,Products formerly Ice Lake,4,Q1'22,nan,Server,nan,Yes,Yes,1,22
269,Intel® Xeon® D Processor,D-1722NE,Products formerly Ice Lake,6,Q1'22,nan,Server,nan,Yes,Yes,1,22
270,Intel® Xeon® D Processor,D-1726,Products formerly Ice Lake,6,Q1'22,nan,Server,nan,Yes,Yes,1,22
271,Intel® Xeon® D Processor,D-1732TE,Products formerly Ice Lake,8,Q1'22,nan,Server,nan,Yes,Yes,1,22
272,Intel® Xeon® D Processor,D-1733NT,Products formerly Ice Lake,8,Q1'22,nan,Server,nan,Yes,Yes,1,22
273,Intel® Xeon® D Processor,D-1734NT,Products formerly Ice Lake,8,Q1'22,nan,Server,nan,Yes,Yes,1,22
274,Intel® Xeon® D Processor,D-1735TR,Products formerly Ice Lake,8,Q1'22,nan,Server,nan,Yes,Yes,1,22
275,Intel® Xeon® D Processor,D-1736,Products formerly Ice Lake,8,Q1'22,nan,Server,nan,Yes,Yes,1,22
276,Intel® Xeon® D Processor,D-1736NT,Products formerly Ice Lake,8,Q1'22,nan,Server,nan,Yes,Yes,1,22
277,Intel® Xeon® D Processor,D-1739,Products formerly Ice Lake,8,Q1'22,nan,Server,nan,Yes,Yes,1,22
278,Intel® Xeon® D Processor,D-1746TER,Products formerly Ice Lake,10,Q1'22,nan,Server,nan,Yes,Yes,1,22
279,Intel® Xeon® D Processor,D-1747NTE,Products formerly Ice Lake,10,Q1'22,nan,Server,nan,Yes,Yes,1,22
280,Intel® Xeon® D Processor,D-1748TE,Products formerly Ice Lake,10,Q1'22,nan,Server,nan,Yes,Yes,1,22
281,Intel® Xeon® D Processor,D-1749NT,Products formerly Ice Lake,10,Q1'22,nan,Server,nan,Yes,Yes,1,22
282,Intel® Xeon® D Processor,D-2712T,Products formerly Ice Lake,4,Q1'22,nan,Server,nan,Yes,Yes,1,22
283,Intel® Xeon® D Processor,D-2733NT,Products formerly Ice Lake,8,Q1'22,nan,Server,nan,Yes,Yes,1,22
284,Intel® Xeon® D Processor,D-2738,Products formerly Ice Lake,8,Q1'22,nan,Server,nan,Yes,Yes,1,22
285,Intel® Xeon® D Processor,D-2752NTE,Products formerly Ice Lake,12,Q1'22,nan,Server,nan,Yes,Yes,1,22
286,Intel® Xeon® D Processor,D-2752TER,Products formerly Ice Lake,12,Q1'22,nan,Server,nan,Yes,Yes,1,22
287,Intel® Xeon® D Processor,D-2753NT,Products formerly Ice Lake,12,Q1'22,nan,Server,nan,Yes,Yes,1,22
288,Intel® Xeon® D Processor,D-2766NT,Products formerly Ice Lake,14,Q1'22,nan,Server,nan,Yes,Yes,1,22
289,Intel® Xeon® D Processor,D-2775TE,Products formerly Ice Lake,16,Q1'22,nan,Server,nan,Yes,Yes,1,22
290,Intel® Xeon® D Processor,D-2776NT,Products formerly Ice Lake,16,Q1'22,nan,Server,nan,Yes,Yes,1,22
291,Intel® Xeon® D Processor,D-2779,Products formerly Ice Lake,16,Q1'22,nan,Server,nan,Yes,Yes,1,22
292,Intel® Xeon® D Processor,D-2786NTE,Products formerly Ice Lake,18,Q1'22,nan,Server,nan,Yes,Yes,1,22
293,Intel® Xeon® D Processor,D-2795NT,Products formerly Ice Lake,20,Q1'22,nan,Server,nan,Yes,Yes,1,22
294,Intel® Xeon® D Processor,D-2796NT,Products formerly Ice Lake,20,Q1'22,nan,Server,nan,Yes,Yes,1,22
295,Intel® Xeon® D Processor,D-2796TE,Products formerly Ice Lake,20,Q1'22,nan,Server,nan,Yes,Yes,1,22
296,Intel® Xeon® D Processor,D-2798NT,Products formerly Ice Lake,20,Q1'22,nan,Server,nan,Yes,Yes,1,22
297,Intel® Xeon® D Processor,D-2799,Products formerly Ice Lake,20,Q1'22,nan,Server,nan,Yes,Yes,1,22
298,Intel® Xeon® D Processor,D-1731NTE,Products formerly Ice Lake,8,Q1'22,nan,Server,nan,Yes,Yes,1,22
299,Intel® Xeon® D Processor,D-1702,Products formerly Ice Lake,2,Q1'22,nan,Server,nan,Yes,Yes,1,22
300,Intel® Xeon® D Processor,D-1712TR,Products formerly Ice Lake,4,Q1'22,nan,Server,nan,Yes,Yes,1,22
301,Intel® Xeon® D Processor,D-1713NT,Products formerly Ice Lake,4,Q1'22,nan,Server,nan,Yes,Yes,1,22
302,Intel® Xeon® D Processor,D-1713NTE,Products formerly Ice Lake,4,Q1'22,nan,Server,nan,Yes,Yes,1,22
303,Intel® Xeon® D Processor,D-1714,Products formerly Ice Lake,4,Q1'22,nan,Server,nan,Yes,Yes,1,22
304,Intel® Xeon® D Processor,D-1715TER,Products formerly Ice Lake,4,Q1'22,nan,Server,nan,Yes,Yes,1,22
305,Intel® Xeon® D Processor,D-1718T,Products formerly Ice Lake,4,Q1'22,nan,Server,nan,Yes,Yes,1,22
306,Intel® Xeon® D Processor,D-1722NE,Products formerly Ice Lake,6,Q1'22,nan,Server,nan,Yes,Yes,1,22
307,Intel® Xeon® D Processor,D-1726,Products formerly Ice Lake,6,Q1'22,nan,Server,nan,Yes,Yes,1,22
308,Intel® Xeon® D Processor,D-1732TE,Products formerly Ice Lake,8,Q1'22,nan,Server,nan,Yes,Yes,1,22
309,Intel® Xeon® D Processor,D-1733NT,Products formerly Ice Lake,8,Q1'22,nan,Server,nan,Yes,Yes,1,22
310,Intel® Xeon® D Processor,D-1734NT,Products formerly Ice Lake,8,Q1'22,nan,Server,nan,Yes,Yes,1,22
311,Intel® Xeon® D Processor,D-1735TR,Products formerly Ice Lake,8,Q1'22,nan,Server,nan,Yes,Yes,1,22
312,Intel® Xeon® D Processor,D-1736,Products formerly Ice Lake,8,Q1'22,nan,Server,nan,Yes,Yes,1,22
313,Intel® Xeon® D Processor,D-1736NT,Products formerly Ice Lake,8,Q1'22,nan,Server,nan,Yes,Yes,1,22
314,Intel® Xeon® D Processor,D-1739,Products formerly Ice Lake,8,Q1'22,nan,Server,nan,Yes,Yes,1,22
315,Intel® Xeon® D Processor,D-1746TER,Products formerly Ice Lake,10,Q1'22,nan,Server,nan,Yes,Yes,1,22
316,Intel® Xeon® D Processor,D-1747NTE,Products formerly Ice Lake,10,Q1'22,nan,Server,nan,Yes,Yes,1,22
317,Intel® Xeon® D Processor,D-1748TE,Products formerly Ice Lake,10,Q1'22,nan,Server,nan,Yes,Yes,1,22
318,Intel® Xeon® D Processor,D-1749NT,Products formerly Ice Lake,10,Q1'22,nan,Server,nan,Yes,Yes,1,22
319,Intel® Xeon® D Processor,D-2712T,Products formerly Ice Lake,4,Q1'22,nan,Server,nan,Yes,Yes,1,22
320,Intel® Xeon® D Processor,D-2733NT,Products formerly Ice Lake,8,Q1'22,nan,Server,nan,Yes,Yes,1,22
321,Intel® Xeon® D Processor,D-2738,Products formerly Ice Lake,8,Q1'22,nan,Server,nan,Yes,Yes,1,22
322,Intel® Xeon® D Processor,D-2752NTE,Products formerly Ice Lake,12,Q1'22,nan,Server,nan,Yes,Yes,1,22
323,Intel® Xeon® D Processor,D-2752TER,Products formerly Ice Lake,12,Q1'22,nan,Server,nan,Yes,Yes,1,22
324,Intel® Xeon® D Processor,D-2753NT,Products formerly Ice Lake,12,Q1'22,nan,Server,nan,Yes,Yes,1,22
325,Intel® Xeon® D Processor,D-2766NT,Products formerly Ice Lake,14,Q1'22,nan,Server,nan,Yes,Yes,1,22
326,Intel® Xeon® D Processor,D-2775TE,Products formerly Ice Lake,16,Q1'22,nan,Server,nan,Yes,Yes,1,22
327,Intel® Xeon® D Processor,D-2776NT,Products formerly Ice Lake,16,Q1'22,nan,Server,nan,Yes,Yes,1,22
328,Intel® Xeon® D Processor,D-2779,Products formerly Ice Lake,16,Q1'22,nan,Server,nan,Yes,Yes,1,22
329,Intel® Xeon® D Processor,D-2786NTE,Products formerly Ice Lake,18,Q1'22,nan,Server,nan,Yes,Yes,1,22
330,Intel® Xeon® D Processor,D-2795NT,Products formerly Ice Lake,20,Q1'22,nan,Server,nan,Yes,Yes,1,22
331,Intel® Xeon® D Processor,D-2796NT,Products formerly Ice Lake,20,Q1'22,nan,Server,nan,Yes,Yes,1,22
332,Intel® Xeon® D Processor,D-2796TE,Products formerly Ice Lake,20,Q1'22,nan,Server,nan,Yes,Yes,1,22
333,Intel® Xeon® D Processor,D-2798NT,Products formerly Ice Lake,20,Q1'22,nan,Server,nan,Yes,Yes,1,22
334,Intel® Xeon® D Processor,D-2799,Products formerly Ice Lake,20,Q1'22,nan,Server,nan,Yes,Yes,1,22
335,Intel® Xeon® D Processor,D-1731NTE,Products formerly Ice Lake,8,Q1'22,nan,Server,nan,Yes,Yes,1,22
336,Intel® Xeon® E Processor,E-2314,Products formerly Rocket Lake,4,Q3'21,Yes,Server,nan,Yes,Yes,3,21
337,Intel® Xeon® E Processor,E-2324G,Products formerly Rocket Lake,4,Q3'21,Yes,Server,nan,Yes,Yes,3,21
338,Intel® Xeon® E Processor,E-2334,Products formerly Rocket Lake,4,Q3'21,Yes,Server,nan,Yes,Yes,3,21
339,Intel® Xeon® E Processor,E-2336,Products formerly Rocket Lake,6,Q3'21,Yes,Server,nan,Yes,Yes,3,21
340,Intel® Xeon® E Processor,E-2356G,Products formerly Rocket Lake,6,Q3'21,Yes,Server,nan,Yes,Yes,3,21
341,Intel® Xeon® E Processor,E-2374G,Products formerly Rocket Lake,4,Q3'21,Yes,Server,nan,Yes,Yes,3,21
342,Intel® Xeon® E Processor,E-2378,Products formerly Rocket Lake,8,Q3'21,Yes,Server,nan,Yes,Yes,3,21
343,Intel® Xeon® E Processor,E-2378G,Products formerly Rocket Lake,8,Q3'21,Yes,Server,nan,Yes,Yes,3,21
344,Intel® Xeon® E Processor,E-2386G,Products formerly Rocket Lake,6,Q3'21,Yes,Server,nan,Yes,Yes,3,21
345,Intel® Xeon® E Processor,E-2388G,Products formerly Rocket Lake,8,Q3'21,Yes,Server,nan,Yes,Yes,3,21
346,Intel® Xeon® E Processor,E-2314,Products formerly Rocket Lake,4,Q3'21,Yes,Server,nan,Yes,Yes,3,21
347,Intel® Xeon® E Processor,E-2324G,Products formerly Rocket Lake,4,Q3'21,Yes,Server,nan,Yes,Yes,3,21
348,Intel® Xeon® E Processor,E-2334,Products formerly Rocket Lake,4,Q3'21,Yes,Server,nan,Yes,Yes,3,21
349,Intel® Xeon® E Processor,E-2336,Products formerly Rocket Lake,6,Q3'21,Yes,Server,nan,Yes,Yes,3,21
350,Intel® Xeon® E Processor,E-2356G,Products formerly Rocket Lake,6,Q3'21,Yes,Server,nan,Yes,Yes,3,21
351,Intel® Xeon® E Processor,E-2374G,Products formerly Rocket Lake,4,Q3'21,Yes,Server,nan,Yes,Yes,3,21
352,Intel® Xeon® E Processor,E-2378,Products formerly Rocket Lake,8,Q3'21,Yes,Server,nan,Yes,Yes,3,21
353,Intel® Xeon® E Processor,E-2378G,Products formerly Rocket Lake,8,Q3'21,Yes,Server,nan,Yes,Yes,3,21
354,Intel® Xeon® E Processor,E-2386G,Products formerly Rocket Lake,6,Q3'21,Yes,Server,nan,Yes,Yes,3,21
355,Intel® Xeon® E Processor,E-2388G,Products formerly Rocket Lake,8,Q3'21,Yes,Server,nan,Yes,Yes,3,21
356,3rd Generation Intel® Xeon® Scalable Processors,5315Y,Products formerly Ice Lake,8,Q2'21,Yes,Server,nan,Yes,Yes,2,21
357,3rd Generation Intel® Xeon® Scalable Processors,5317,Products formerly Ice Lake,12,Q2'21,Yes,Server,nan,Yes,Yes,2,21
358,3rd Generation Intel® Xeon® Scalable Processors,5318N,Products formerly Ice Lake,24,Q2'21,Yes,Server,nan,Yes,Yes,2,21
359,3rd Generation Intel® Xeon® Scalable Processors,5318S,Products formerly Ice Lake,24,Q2'21,Yes,Server,nan,Yes,Yes,2,21
360,3rd Generation Intel® Xeon® Scalable Processors,5318Y,Products formerly Ice Lake,24,Q2'21,Yes,Server,nan,Yes,Yes,2,21
361,3rd Generation Intel® Xeon® Scalable Processors,5320,Products formerly Ice Lake,26,Q2'21,Yes,Server,nan,Yes,Yes,2,21
362,3rd Generation Intel® Xeon® Scalable Processors,5320T,Products formerly Ice Lake,20,Q2'21,Yes,Server,nan,Yes,Yes,2,21
363,3rd Generation Intel® Xeon® Scalable Processors,6312U,Products formerly Ice Lake,24,Q2'21,Yes,Server,nan,Yes,Yes,2,21
364,3rd Generation Intel® Xeon® Scalable Processors,6314U,Products formerly Ice Lake,32,Q2'21,Yes,Server,nan,Yes,Yes,2,21
365,3rd Generation Intel® Xeon® Scalable Processors,6326,Products formerly Ice Lake,16,Q2'21,Yes,Server,nan,Yes,Yes,2,21
366,3rd Generation Intel® Xeon® Scalable Processors,6330,Products formerly Ice Lake,28,Q2'21,Yes,Server,nan,Yes,Yes,2,21
367,3rd Generation Intel® Xeon® Scalable Processors,6330N,Products formerly Ice Lake,28,Q2'21,Yes,Server,nan,Yes,Yes,2,21
368,3rd Generation Intel® Xeon® Scalable Processors,6334,Products formerly Ice Lake,8,Q2'21,Yes,Server,nan,Yes,Yes,2,21
369,3rd Generation Intel® Xeon® Scalable Processors,6336Y,Products formerly Ice Lake,24,Q2'21,Yes,Server,nan,Yes,Yes,2,21
370,3rd Generation Intel® Xeon® Scalable Processors,6338,Products formerly Ice Lake,32,Q2'21,Yes,Server,nan,Yes,Yes,2,21
371,3rd Generation Intel® Xeon® Scalable Processors,6338N,Products formerly Ice Lake,32,Q2'21,Yes,Server,nan,Yes,Yes,2,21
372,3rd Generation Intel® Xeon® Scalable Processors,6338T,Products formerly Ice Lake,24,Q2'21,Yes,Server,nan,Yes,Yes,2,21
373,3rd Generation Intel® Xeon® Scalable Processors,6342,Products formerly Ice Lake,24,Q2'21,Yes,Server,nan,Yes,Yes,2,21
374,3rd Generation Intel® Xeon® Scalable Processors,6346,Products formerly Ice Lake,16,Q2'21,Yes,Server,nan,Yes,Yes,2,21
375,3rd Generation Intel® Xeon® Scalable Processors,6348,Products formerly Ice Lake,28,Q2'21,Yes,Server,nan,Yes,Yes,2,21
376,3rd Generation Intel® Xeon® Scalable Processors,6354,Products formerly Ice Lake,18,Q2'21,Yes,Server,nan,Yes,Yes,2,21
377,3rd Generation Intel® Xeon® Scalable Processors,8351N,Products formerly Ice Lake,36,Q2'21,Yes,Server,nan,Yes,Yes,2,21
378,3rd Generation Intel® Xeon® Scalable Processors,8352M,Products formerly Ice Lake,32,Q2'21,Yes,Server,nan,Yes,Yes,2,21
379,3rd Generation Intel® Xeon® Scalable Processors,8352S,Products formerly Ice Lake,32,Q2'21,Yes,Server,nan,Yes,Yes,2,21
380,3rd Generation Intel® Xeon® Scalable Processors,8352V,Products formerly Ice Lake,36,Q2'21,Yes,Server,nan,Yes,Yes,2,21
381,3rd Generation Intel® Xeon® Scalable Processors,8352Y,Products formerly Ice Lake,32,Q2'21,Yes,Server,nan,Yes,Yes,2,21
382,3rd Generation Intel® Xeon® Scalable Processors,8358,Products formerly Ice Lake,32,Q2'21,Yes,Server,nan,Yes,Yes,2,21
383,3rd Generation Intel® Xeon® Scalable Processors,8358P,Products formerly Ice Lake,32,Q2'21,Yes,Server,nan,Yes,Yes,2,21
384,3rd Generation Intel® Xeon® Scalable Processors,8360Y,Products formerly Ice Lake,36,Q2'21,Yes,Server,nan,Yes,Yes,2,21
385,3rd Generation Intel® Xeon® Scalable Processors,8362,Products formerly Ice Lake,32,Q2'21,Yes,Server,nan,Yes,Yes,2,21
386,3rd Generation Intel® Xeon® Scalable Processors,8368,Products formerly Ice Lake,38,Q2'21,Yes,Server,nan,Yes,Yes,2,21
387,3rd Generation Intel® Xeon® Scalable Processors,8368Q,Products formerly Ice Lake,38,Q2'21,Yes,Server,nan,Yes,Yes,2,21
388,3rd Generation Intel® Xeon® Scalable Processors,8380,Products formerly Ice Lake,40,Q2'21,Yes,Server,nan,Yes,Yes,2,21
389,3rd Generation Intel® Xeon® Scalable Processors,4309Y,Products formerly Ice Lake,8,Q2'21,Yes,Server,nan,Yes,Yes,2,21
390,3rd Generation Intel® Xeon® Scalable Processors,4310,Products formerly Ice Lake,12,Q2'21,Yes,Server,nan,Yes,Yes,2,21
391,3rd Generation Intel® Xeon® Scalable Processors,4310T,Products formerly Ice Lake,10,Q2'21,Yes,Server,nan,Yes,Yes,2,21
392,3rd Generation Intel® Xeon® Scalable Processors,4314,Products formerly Ice Lake,16,Q2'21,Yes,Server,nan,Yes,Yes,2,21
393,3rd Generation Intel® Xeon® Scalable Processors,4316,Products formerly Ice Lake,20,Q2'21,Yes,Server,nan,Yes,Yes,2,21
394,3rd Generation Intel® Xeon® Scalable Processors,5315Y,Products formerly Ice Lake,8,Q2'21,Yes,Server,nan,Yes,Yes,2,21
395,3rd Generation Intel® Xeon® Scalable Processors,5317,Products formerly Ice Lake,12,Q2'21,Yes,Server,nan,Yes,Yes,2,21
396,3rd Generation Intel® Xeon® Scalable Processors,5318N,Products formerly Ice Lake,24,Q2'21,Yes,Server,nan,Yes,Yes,2,21
397,3rd Generation Intel® Xeon® Scalable Processors,5318S,Products formerly Ice Lake,24,Q2'21,Yes,Server,nan,Yes,Yes,2,21
398,3rd Generation Intel® Xeon® Scalable Processors,5318Y,Products formerly Ice Lake,24,Q2'21,Yes,Server,nan,Yes,Yes,2,21
399,3rd Generation Intel® Xeon® Scalable Processors,5320,Products formerly Ice Lake,26,Q2'21,Yes,Server,nan,Yes,Yes,2,21
400,3rd Generation Intel® Xeon® Scalable Processors,5320T,Products formerly Ice Lake,20,Q2'21,Yes,Server,nan,Yes,Yes,2,21
401,3rd Generation Intel® Xeon® Scalable Processors,6312U,Products formerly Ice Lake,24,Q2'21,Yes,Server,nan,Yes,Yes,2,21
402,3rd Generation Intel® Xeon® Scalable Processors,6314U,Products formerly Ice Lake,32,Q2'21,Yes,Server,nan,Yes,Yes,2,21
403,3rd Generation Intel® Xeon® Scalable Processors,6326,Products formerly Ice Lake,16,Q2'21,Yes,Server,nan,Yes,Yes,2,21
